B777-200 Operating Manual,Trevor Fenimore & Adam Gaweda
Unique nouns: 1564, Total nouns: 3966
Total time: Uncomputed,Cost per noun: Uncomputed
delta virtual airlines,"[' \n \n \nDELTA VIRTUAL AIRLINES \n \n \n \nBOEING 777-200ER \nAIRCRAFT OPERATING MANUAL \nTHIRD EDITION \n \nNOVEMBER 2005', 'For Delta Virtual Airlines, \nthese procedures are for the benefit of the pilots using this manual.', 'Delta Virtual Airlines is not in anyway affiliated with Delta Air Lines or any of its \nsubsidiaries.', 'The authors grant unlimited rights to \nDelta Virtual Airlines for modifications and electronic distribution.', 'This manual is designed for use by Delta Virtual Airlines as reference material for \nflight simulator pilots operating the Boeing 777-200ER aircraft.']",5
aircraft operating manual,[' \n \n \nDELTA VIRTUAL AIRLINES \n \n \n \nBOEING 777-200ER \nAIRCRAFT OPERATING MANUAL \nTHIRD EDITION \n \nNOVEMBER 2005'],1
table,['TABLE OF CONTENTS \nTable of Contents......................................................................................................'],4
contents,['TABLE OF CONTENTS \nTable of Contents......................................................................................................'],4
......................................................................................................,"['TABLE OF CONTENTS \nTable of Contents......................................................................................................', '3 \nPratt & Whitney PW4090........................................................................................4 \nFlight Deck................................................................................................................5 \nAircraft Specifications.................................................................................................7 \nAircraft Dimensions................................................................................................7 \nDesign Weights......................................................................................................7']",2
history,"['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nAIRCRAFT HISTORY AND BACKGROUND', 'The first of the two models is the longest-range aircraft ever to fly in the history of the \nworld.', '\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-']",4
background,"['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nAIRCRAFT HISTORY AND BACKGROUND']",3
engine,"['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................', 'Single Engine Departure.......................................................................................20 \nEngine Fire..........................................................................................................', 'Engine Failure Shutdown Mid Flight.......................................................................21', 'Single Engine Out Landing....................................................................................21', 'In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.', 'This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.', ' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', '\nengine operations (ETOPS) at service entry.', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE TYPES', 'The Boeing 777 is available with a choice of three major turbofan engines, from the \nmajor global manufacturers.', 'Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.', 'Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', 'The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.', 'This  derivative  engine  represents  the \nsuccessful  culmination  of  our  original \nstrategy in the early 1990s to build a new \ncenterline engine for the Boeing 777 aircraft \nfamily.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", ""In early 2002, the engine began flight tests on GE's Boeing 747 flying test bed at \nMojave, California."", 'The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine \nfamily.', ""The  PW4084,  certified  at  86,760  pounds  thrust,  was  the  launch  engine  for \nBoeing's 777 super twinjet."", 'It entered service in June 1995 with United Airlines, already \nqualified for 180-minute ETOPS (Extended-range Twin-engine Operations) — an industry \nfirst.', 'It is also the first engine to operate with approval for 207-minute ETOPS.', 'The  engine  has  many  advanced, \nservice-proven technologies to enhance \noperational performance and durability.', ""These \nfeatures  contribute  to  the  engine's \nexcellent  environmental  performance, \nwhich meets with margin all current and anticipated noise and emissions regulations."", 'The  PW4000  112-inch  fan  engine  retains  the  excellent  accessibility  and  component \nmodularity of other PW4000 family members to reduce maintenance time and cost.', 'For \ntransportability, the engine can be shipped in a 747F as a complete engine.', ""Also, the fan \ncase is easily separated from the engine's core for split shipment without disturbing the \nbearing compartments."", 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.', 'Flight deck features include the following: \nPrincipal flight, navigation and engine information is presented on six large display \nscreens incorporating advanced liquid-crystal display technology.', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.', 'Hydraulics – Turn on engine pumps (caution lights will remain on until engine \nstart) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.', 'If fuel in center check, check cross-feed configuration for engine start and \ntake-off.', 'Make sure throttle is at idle and start engines.', 'Both engines can be started at the \nsame time.', '(cid:131) Once cleared for take off, advance the thrust levers to stabilize engines.', 'Monitor flight progress, fuel flow, and engine operations.', 'Shut down the engines.', 'Once engines have stopped, turn off all navigation and beacon lights.', 'Disconnect APU bleed, Engine Bleed', '(cid:131) Engine Anti-Ice          AS REQUIRED \n(cid:131)', '\n \nSINGLE ENGINE DEPARTURE', 'ENGINE FIRE \n(cid:131)', 'Engine Fire Handle – Pull on respective engines.', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE FAILURE SHUTDOWN MID FLIGHT \n(cid:131)', 'Set Fuel Cross feed from tank on failed engine side.', '\n \nSINGLE ENGINE OUT LANDING', 'Given the high thrust output from the 777 engines, climbing at higher rates is not as \ndifficult as in other large aircraft.']",53
types,"['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE TYPES']",2
.............................................................................................................,"['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................', 'Approach.............................................................................................................', 'In Range.............................................................................................................', '19 \nApproach.............................................................................................................']",5
"2 
aircraft history and background .................................................................................1 
engine types",['2 \nAircraft History and Background .................................................................................1 \nEngine Types.............................................................................................................'],1
rolls,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', 'Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', ' \nROLLS-ROYCE TRENT 800', 'Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",5
royce,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', 'Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', ' \nROLLS-ROYCE TRENT 800', 'Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",5
trent,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', ' \nROLLS-ROYCE TRENT 800', 'The Trent 800 entered service in April 1996.', 'Built on the foundation of Trent 700 (which \nentered  service  in  March  1995)  experience,', 'Trent  800  was  certified  ahead  of \nschedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.', 'Trent  800  rapidly  established  a \nreputation-for industry leading reliability and \nthe capability of the original design has been \ndemonstrated  by  continuing  thrust  growth.', 'Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.', 'Trent-powered  Boeing  777  weighs  up  to \n8,000 lb less than competitor-powered versions.', 'Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.', 'Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each \n(cid:131)']",13
general,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', 'GENERAL ELECTRIC GE90', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",4
electric,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', 'GENERAL ELECTRIC GE90', 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",4
ge90,"['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................', 'GENERAL ELECTRIC GE90', 'Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.', 'The  advanced  technologies  that  were \nintroduced on the original engine in 1995 \nare incorporated into the GE90-115B engine.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", 'General Electric GE90-94B, max SLS thrust: 93,700 lbs each \n(cid:131) Korean \no']",6
"3 
rolls-royce trent",['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................'],1
"3 
general electric ge90",['3 \nRolls-Royce Trent 800............................................................................................3 \nGeneral Electric GE90.............................................................................................'],1
pratt,"['3 \nPratt & Whitney PW4090........................................................................................4 \nFlight Deck................................................................................................................5 \nAircraft Specifications.................................................................................................7 \nAircraft Dimensions................................................................................................7 \nDesign Weights......................................................................................................7', 'Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'PRATT & WHITNEY PW4090', 'Pratt & Whitney PW4090, max SLS thrust:  \nPAGE 7', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",8
whitney,"['3 \nPratt & Whitney PW4090........................................................................................4 \nFlight Deck................................................................................................................5 \nAircraft Specifications.................................................................................................7 \nAircraft Dimensions................................................................................................7 \nDesign Weights......................................................................................................7', 'Delta uses the Rolls-Royce Trents, Air France uses the GE’s, \nand Korean uses the Pratt and Whitney’s.', 'PRATT & WHITNEY PW4090', 'Pratt & Whitney PW4090, max SLS thrust:  \nPAGE 7', 'This manual makes no claim to represent Boeing, \nRolls Royce, General Electric, Pratt & Whitney, Microsoft, Delta Air Lines,']",9
pw4090,"['3 \nPratt & Whitney PW4090........................................................................................4 \nFlight Deck................................................................................................................5 \nAircraft Specifications.................................................................................................7 \nAircraft Dimensions................................................................................................7 \nDesign Weights......................................................................................................7', 'PRATT & WHITNEY PW4090', 'The \nPW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER \nairplane in March 1997.', 'Pratt & Whitney PW4090, max SLS thrust:  \nPAGE 7']",6
