VideoGameGenres_09_nouns.csv,
Unique nouns: 339, Total nouns: 689
Total time: Uncomputed,Cost per noun: Uncomputed
security,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",2
his book,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",2
marilyn bates,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
me,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",2
"these four ""temperaments","['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
them,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
descriptive names,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
his player types,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
"practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking","['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
rational,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",5
intuition,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",2
thinking,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist']",2
result,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist']",1
knowledge,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist']",1
idealist,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",5
(intuition,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",2
feeling,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",2
person,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
identity,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
edition,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", 'However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",2
ii,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
axis,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", ""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",2
structure,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",4
the second edition,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", 'However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",2
keirsey's book,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
me ii,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
his four temperaments,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
two axes,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
an internal structure,"[""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",1
grouping,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
arrangement,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
the time,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
he,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
his grouping model,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
a somewhat different arrangement,"['However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",1
dimension,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",2
internal,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",2
possibility,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
external,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",2
change,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",4
freedom,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",2
organization,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",2
the two dimensions,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
his model,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
the two most fundamentally distinctive dimensions,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
human behavior,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
internals,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
a preference,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
possibilities,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
externals,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
rules,"['Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",1
power,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
will,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],2
possession,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
satisfaction,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
happiness,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],2
self,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
actualization,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
the four temperaments,"['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Keirsey and Bartle\n\nThe first of the two major assertions I make in this article is that the four temperaments described by David Keirsey --']",2
a combination,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
external/internal,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
change/structure,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
the power,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
the security,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
possessions,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
the rules,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
internal   change,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
self-actualization,['Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)'],1
format,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",2
temperaments,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
stewart,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
my two axes,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
the same kind,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
four-quadrant format,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
the keirsey temperaments,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
stewart format,"[""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",1
assertion,['Keirsey and Bartle\n\nThe first of the two major assertions I make in this article is that the four temperaments described by David Keirsey --'],1
the two major assertions,['Keirsey and Bartle\n\nThe first of the two major assertions I make in this article is that the four temperaments described by David Keirsey --'],1
superset,"['Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",1
supersets,"['Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",1
the original four player types,"['Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",1
