Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
player,"['Racing[ edit ]\n\nThere are different types of racing games that the player competes against time or opponents using some means of transportation.', 'A massively multiplayer online game (also called MMO and MMOG) is a multiplayer online video game which is capable of supporting large numbers of players simultaneously.', 'Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.', 'An example is the widely played game Minecraft which can be played both as an MMO or a single player game.', '\n\nMMO games can enable players to cooperate and compete with each other on a large scale, and sometimes to interact meaningfully with people around the world.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").', 'Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.', 'Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.', 'For this reason the games often have auto-saving and syncing as standard so the games can be minimised, put into sleep or otherwise put down with no loss to the player.', 'Retaining players involves a lot of careful design of levels, challenges and events.', 'Similar to loot boxes , gacha games induce players to spend in-game currency to receive a random virtual item.', '[63]\n\nThis genre involves games that orient the player with a trivial task, such as clicking a cookie; and as the game progresses, the player is gradually rewarded certain upgrades for completing said task.', 'In all, these games require very little involvement from the player, and in most cases they play themselves; hence the use of the word "" idle "".', '[64]\n\nLogic game[ edit ]\n\nLogic games require the player to solve logic puzzles or navigate complex locations such as mazes .', '[ edit ]\n\nParty games are video games developed specifically for multiplayer games between many players.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.', '[ edit ]\n\nA photography game tasks players with taking photos using the in-game camera system , typically awarding more points for better composed images.', 'Programming game[ edit ]\n\nA programming game is a computer game where the player has no direct influence on the course of the game.', 'In SpaceChem , for example, players design circuits used for creating molecules from raw materials.', 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.', ""\n\nA social deduction game is a game in which players attempt to uncover each other's hidden role or team allegiance."", ""During gameplay, players can use logic and deductive reasoning to try to deduce one another's roles, while other players can bluff to keep players from suspecting them."", '\n\nMain article: Personalized video game\n\nPersonalized games are created for one specific player or a group of players usually as a gift.', 'Serious games are intended to educate or train the player.', 'Rather, the player learns a real life lesson from the game.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.', ""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world."", 'The releases of The Sims and Grand Theft Auto III in 2000 and 2001, respectively, demonstrated that games with highly detailed interacting systems that encouraged player experimentation could also be seen as sandbox games.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.', '[ edit ]\n\nIn video games, an open world is a game mechanic of using a virtual world that the player can explore and approach objectives freely, as opposed to a world with more linear and structured gameplay.', 'Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.', 'Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.', 'The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.']",43
time,"['Racing[ edit ]\n\nThere are different types of racing games that the player competes against time or opponents using some means of transportation.', 'Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.', 'This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.', 'Market leaders in this genre are often boldly coloured, designed for intuitive interaction and have a high balance of reward to time to keep people coming back.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.', '[67] They also require no long-term time commitment or special skills to play, making them easy to learn and play as a pastime.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",7
opponent,"['Racing[ edit ]\n\nThere are different types of racing games that the player competes against time or opponents using some means of transportation.', ""AI opponents can help improver one's skill at traditional games.""]",2
mean,['Racing[ edit ]\n\nThere are different types of racing games that the player competes against time or opponents using some means of transportation.'],1
transportation,['Racing[ edit ]\n\nThere are different types of racing games that the player competes against time or opponents using some means of transportation.'],1
sub,['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).'],1
genre,"['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).', 'One of the best selling series in this genre is the FIFA series.', 'This genre emerged early in the history of video games (e.g., Pong ) and remains popular today.', 'Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.', '\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.', 'They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.', '\n\nOther notable genres[ edit ]\n\nBoard game or card game[ edit ]', 'Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").', 'This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.', 'Market leaders in this genre are often boldly coloured, designed for intuitive interaction and have a high balance of reward to time to keep people coming back.', 'It is the only major video game genre that is recognized by narrative elements rather than by gameplay, gameplay mode, or platform.', '[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.', '[63]\n\nThis genre involves games that orient the player with a trivial task, such as clicking a cookie; and as the game progresses, the player is gradually rewarded certain upgrades for completing said task.', 'This genre frequently crosses over with adventure and educational games.', 'Tetris , labeled a puzzle game, is credited for revolutionizing gaming and popularizing the puzzle genre.', 'Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.', 'While they initially started as a type of educational game, they later became more entertainment focused as indie developers explored possibilities within the genre.', '\n\nVideo game genres by purpose[ edit ]\n\nWhile most video games are designed as entertainment, many video games are designed with additional purposes.', 'Advergame\n\nAdvergames, in the context of video game genres, refers to promotional software specifically made to advertise a product, organization or viewpoint.', 'Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.', '\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', 'More commonly, sandbox games results from these creative elements being incorporated into other genres and allowing for emergent gameplay .', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.', 'As video games are increasingly the subject of scientific studies, game genres are themselves becoming a subject of study.', ""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'."", 'This critiqued a variety of adventure and action games to categorize gameplay and interaction for adventure, action, and hybrid genres.', ""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games."", 'It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.', '[71] These may be underlying factors in differentiating game genres.', '\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.', 'The maps reproduced some of the commonly identified genres such as first-person shooters and god games.', '[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.']",35
simulator,"['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).', 'Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.']",2
gran,['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).'],1
turismo,['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).'],1
kart,['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).'],2
mario,"['Sub-genres include racing simulators ( Gran Turismo ) and kart racing ( Mario Kart ).', 'Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .']",2
series,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.', 'One of the best selling series in this genre is the FIFA series.', 'Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.', 'Examples of this include the Fight Night , UFC and WWE 2K series.', 'Such games include the Mario Party series, Crash Bash , and Rayman Raving Rabbids .', 'Snap , Afrika and the Fatal Frame series.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",9
forza,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.']",1
category,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.', '\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Games fit into the category of entertainment, and similarly ""exergames"" are a category of ""exertainment"" (formed from "" exercise "" and "" entertainment "").']",4
arcade,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.']",1
classic,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.']",1
pole,"['Other racing simulator series like Forza are one of the most popular game in this category, but arcade classics like Pole Position are included here too.']",1
