VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
them,"[""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game.""]",1
kick,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],2
ball,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
horde,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
monster,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
magical worlds,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
everything,"['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).', ""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",2
a soccer ball,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
hordes,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
monsters,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
the video,['VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).'],1
augmented,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
hand,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
influence,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
life,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.', 'Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.', ""They're the people who bring a designer's work to life through a code."", 'Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",6
augmented reality,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
the-other-hand,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
digital influences,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
real life,"['\n\nAugmented reality, on-the-other-hand, adds digital influences to real life.']",1
example,"['The best example of AR in gaming is "" Pokemon Go .""']",1
pokemon,"['The best example of AR in gaming is "" Pokemon Go .""', 'Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",3
go,"['The best example of AR in gaming is "" Pokemon Go .""']",1
the best example,"['The best example of AR in gaming is "" Pokemon Go .""']",1
pokemon go,"['The best example of AR in gaming is "" Pokemon Go .""']",1
smartphone,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
seeker,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
a smartphone,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
pokemon seekers,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
virtual pokemon,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
their everyday lives,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
the real world,"['Using a smartphone, Pokemon seekers are able to find and capture virtual Pokemon throughout their everyday lives in the real world.']",1
pikachu,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
park,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
wartorle,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
walk,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
work,"['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.', ""They're the people who bring a designer's work to life through a code."", 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",5
a pikachu,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
the park,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
a wartorle,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
their walk,['Gamers might come across a Pikachu in the park or even find a Wartorle on their walk to work.'],1
our reality,"[""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games.""]",1
that technology,"[""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games.""]",1
a completely new way,"[""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games.""]",1
mobile,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
%,"['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', 'The video game animation field is projected to grow by about 4% over the next six years.']",4
share,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
population,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
app,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
mobile gaming,"['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.', 'Why is mobile gaming so popular?', 'Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.', 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.', 'Video game testers are in demand right now (especially in mobile gaming) due to the rapid increase of games being produced.']",6
about 45%,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
the total market share,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
almost one-third,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
the entire global population,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
a gaming app,['\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.'],1
every type,"[""It's easily accessible and has games for every type of gamer.""]",1
headset,"['Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.']",1
a headset,"['Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.']",1
a disc,"['Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.']",1
a console,"['Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.']",1
leisure,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
activity,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
week,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",2
the preferred choice,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
leisure activity,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
more than 6.5 hours,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
mobile games,"[""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games.""]",1
growth,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.', 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', ""Job growth isn't the only positive aspect about being a game programmer.""]",3
investment,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
startup,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
creativity,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",2
avenue,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
the mobile gaming industry,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
continual growth,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
investments,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
mobile gaming startups,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
avenues,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
more gamers,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
different types,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
exciting games,"['The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.']",1
popularity,"['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",3
demand,"['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', 'Video game testers are in demand right now (especially in mobile gaming) due to the rapid increase of games being produced.']",3
designer,"['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air."", 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', 'These designers go through several prototypes of the game before rendering the final, customer-facing version.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', 'Cities like LA, NYC and Chicago employ the most designers.', 'A designer with more than five years of experience can make an average of $90,270 a year.', ""They're the people who bring a designer's work to life through a code."", ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",10
programmer,"['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', '\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.', 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', ""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive."", 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', ""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down."", ""Job growth isn't the only positive aspect about being a game programmer."", 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",12
the rise,['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.'],1
-demand,['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.'],1
everyone,['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.'],1
designers,"['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",3
computer programmers,['\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.'],1
air,"[""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",1
"popular gaming jobs

video game designer","[""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",1
"incredibly intricate, expansive and beautifully-designed game","[""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",1
thin air,"[""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",1
month,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
dimension,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
user,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
a team,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
extraordinarily talented video game designers months,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
all the dimensions,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
a user,"['It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.']",1
prototype,"['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
customer,"['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
version,"['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
these designers,"['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
several prototypes,"['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
"the final, customer-facing version","['These designers go through several prototypes of the game before rendering the final, customer-facing version.']",1
background,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.', 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",2
knowledge,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.', ""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",3
design,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.', ""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",4
technique,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
an ability,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
an extensive background knowledge,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
game design techniques,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
tools,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
skills,"['This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.']",1
bachelor,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", ""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",2
master,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
degree,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", ""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive."", 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",3
animation,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", 'Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.', 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.', 'The video game animation field is projected to grow by about 4% over the next six years.']",5
physics,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
game design,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",2
the highest level,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
a bachelor,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
master's degree,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
a vast knowledge,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
3d animation,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
graphic design,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
even physics,"[""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics.""]",1
outlook,"['The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",1
the job outlook,"['The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",1
the enormous rise,"['The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",1
the job market,['The job market for game designers is expected to grow by almost 10% over the next six years.'],1
game designers,['The job market for game designers is expected to grow by almost 10% over the next six years.'],1
almost 10%,['The job market for game designers is expected to grow by almost 10% over the next six years.'],1
the next six years,"['The job market for game designers is expected to grow by almost 10% over the next six years.', 'The video game animation field is projected to grow by about 4% over the next six years.']",2
city,"['Cities like LA, NYC and Chicago employ the most designers.']",1
la,"['Cities like LA, NYC and Chicago employ the most designers.']",2
nyc,"['Cities like LA, NYC and Chicago employ the most designers.']",2
chicago,"['Cities like LA, NYC and Chicago employ the most designers.']",2
cities,"['Cities like LA, NYC and Chicago employ the most designers.']",1
the most designers,"['Cities like LA, NYC and Chicago employ the most designers.']",1
average,"['A designer with more than five years of experience can make an average of $90,270 a year.']",1
a designer,"['A designer with more than five years of experience can make an average of $90,270 a year.']",1
more than five years,"['A designer with more than five years of experience can make an average of $90,270 a year.']",1
an average,"['A designer with more than five years of experience can make an average of $90,270 a year.']",1
individual,['\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.'],1
video game programmer,['\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.'],1
the most sought-after individuals,['\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.'],1
code,"[""They're the people who bring a designer's work to life through a code.""]",1
the people,"[""They're the people who bring a designer's work to life through a code.""]",1
a designer's work,"[""They're the people who bring a designer's work to life through a code.""]",1
a code,"[""They're the people who bring a designer's work to life through a code.""]",1
character,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
mission,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
a good video game,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
nothing,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', 'Testers usually run through what is called matrix testing, where they have to test every permutation and combination of events that could possibly happen in a game to ensure that nothing can break it.']",2
the hard work,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
a programmer,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
that characters,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
missions,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
environments,"['A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",1
competence,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
c++,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",2
language,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
order,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",2
most game programmers,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
at least a bachelor's degree,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
a vast competence,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
other languages,"[""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive.""]",1
forecast,['The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.'],1
the market forecast,['The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.'],1
video game programmers,"['The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",2
a projected job growth,['The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.'],1
21%,['The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.'],1
boom,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",1
hiring,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",1
gaming's popularity,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",1
a boom,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",1
industry hiring,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down.""]",1
programmers,"[""Gaming's popularity has caused a boom in industry hiring for programmers and it's not projected to slow down."", 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",4
aspect,"[""Job growth isn't the only positive aspect about being a game programmer.""]",1
job growth,"[""Job growth isn't the only positive aspect about being a game programmer.""]",1
the only positive aspect,"[""Job growth isn't the only positive aspect about being a game programmer.""]",1
a game programmer,"[""Job growth isn't the only positive aspect about being a game programmer.""]",1
salary,"['The salary is too.', 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.', 'Animators can expect to see a healthy salary.', 'Those who have 2-4 years of experience are seeing a median salary of $72,520.']",4
the salary,['The salary is too.'],1
position,"['The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",1
the median salary,"['The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",1
the most well-paid positions,"['The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",1
the us,"['The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.']",1
animator,"['\n\nVideo Game Animator', ""You can't have a high quality game without video game animators."", 'Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.', 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.', 'Animators can expect to see a healthy salary.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",8
video game animator,['\n\nVideo Game Animator'],1
quality,"[""You can't have a high quality game without video game animators."", '\n\nVideo Game Testing and Quality Assurance (QA)', 'Luckily, video game testers (better known as video game quality assurance testers) get paid to play, but more importantly, break, video games.']",3
a high quality game,"[""You can't have a high quality game without video game animators.""]",1
video game animators,"[""You can't have a high quality game without video game animators.""]",1
sequence,['Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.'],1
game animators,['Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.'],1
the interactive images,['Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.'],1
sequences,['Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.'],1
the story,['Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.'],1
animators,"[""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.', 'Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.', 'Animators can expect to see a healthy salary.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.']",5
a game's environment,"[""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game.""]",1
project,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
storyboard,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
every project,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
a basic storyboard,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
that story,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
a series,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
intricate animations,"['Animators start every project with a basic storyboard, then help bring that story to life through a series of intricate animations.']",1
