737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
takeoff configuration caution,['TAKEOFF CONFIG: Takeoff configuration caution or warning.'],1
cabin altitude,"['CABIN ALTITUDE: Cabin pressurization system is not operating, and cabin altitude is above safe limits.', ' CABIN ALTITUDE: Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",2
cabin pressurization system,"['CABIN ALTITUDE: Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",1
safe limit,"['CABIN ALTITUDE: Cabin pressurization system is not operating, and cabin altitude is above safe limits.']",1
speed brake armed,['SPEED BRAKE ARMED: Automatic speed-brake deployment is armed for landing.'],1
automatic speed-brake deployment,['SPEED BRAKE ARMED: Automatic speed-brake deployment is armed for landing.'],1
speed brake,"[""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems."", 'Speed brakes are very. .']",35
the status,"[""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems.""]",1
the aircraft's equipment,"[""SPEED BRAKE DO NOT ARM: Automatic speed-brake This panel displays the status of the aircraft's equipment and systems.""]",1
deployment,"['deployment armed, but a failure has been detected.', 'deployment on touchdown.. . . .', 'deployment.. .']",64
red indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
amber indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
caution,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
green indicator,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.']",1
information,"['Red indicators are warnings, amber indicators are cautions, and green indicators are for information.', 'These work independently, and are used to control and customize the settings and information presented on the left, and right EHSI display: 36   37  . . .']",2
illuminate,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
the auto-pilot,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
every annunciator light,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
a high degree,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
test,['STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.'],1
they,"['This ensures they are operational before a flight.', 'retard them to reduce. .', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",37
a flight,['This ensures they are operational before a flight.'],1
manual control,['The pilot needs to be aware of this when resuming manual control of the aircraft.'],1
airspeed,['Airspeed expressed as a percentage of the speed of sound (Mach-1).. .'],41
a percentage,"['Airspeed expressed as a percentage of the speed of sound (Mach-1).. .', 'The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.']",42
the speed,"['Airspeed expressed as a percentage of the speed of sound (Mach-1).. .', 'which deploys the speed. .']",75
sound,['Airspeed expressed as a percentage of the speed of sound (Mach-1).. .'],41
mach-1,['Airspeed expressed as a percentage of the speed of sound (Mach-1).. .'],41
fmc spd,['FMC SPD. .'],41
aircraft speed,['Aircraft speed is controlled by the FMC (Flight Management Computer). .'],41
the fmc,['Aircraft speed is controlled by the FMC (Flight Management Computer). .'],41
flight management computer,['Aircraft speed is controlled by the FMC (Flight Management Computer). .'],41
lnav,['LNAV (Lateral Navigation Mode) engaged.'],41
lateral navigation mode,['LNAV (Lateral Navigation Mode) engaged.'],41
the autopilot,"['The autopilot will steer the aircraft laterally according to the programmed flight plan.. .', 'The autopilot will manage altitude according to the programmed flight plan.. .', 'Pre-set altitude at which the autopilot will level off.. .', 'Sets the desired heading for the autopilot (when in the appropriate mode).. .']",202
the program flight plan,"['The autopilot will steer the aircraft laterally according to the programmed flight plan.. .', 'The autopilot will manage altitude according to the programmed flight plan.. .']",82
vnav,"['VNAV. .', 'VNAV (Vertical Navigation Mode) engaged.']",82
vertical navigation mode,['VNAV (Vertical Navigation Mode) engaged.'],41
altitude pre-set,['Altitude Pre-Set. .'],41
pre-set altitude,['Pre-set altitude at which the autopilot will level off.. .'],41
a flight-plan,"['When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.. .', 'When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to steer left, or right, to intercept the desired track.. .']",80
a navigation aid,"['When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.. .', 'When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to steer left, or right, to intercept the desired track.. .']",80
this bar,"['When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.. .', 'When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to steer left, or right, to intercept the desired track.. .']",80
the desire altitude,"['When the aircraft is following a flight-plan, or according to a navigation aid, this bar informs the pilot to climb, or descend, to intercept the desired altitude.. .']",40
current altitude,['Current Altitude. . . .'],40
ils vertical deviation scale,['ILS Vertical Deviation Scale. .'],40
display,"['Displays the extent of any vertical deviation above, or below the desired ILS glide slope.. .']",40
the extent,"['Displays the extent of any vertical deviation above, or below the desired ILS glide slope.. .']",40
any vertical deviation,"['Displays the extent of any vertical deviation above, or below the desired ILS glide slope.. .']",40
the desire ils glide slope,"['Displays the extent of any vertical deviation above, or below the desired ILS glide slope.. .']",40
static reference lines,['Static Reference Lines. .'],40
a static reference,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
the position,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
respect,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
the artificial horizon,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
ascent,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
descent,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .', 'during descent, or fully at. .']",74
a left turn,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
a right turn,"['A static reference showing the position of the aircraft with respect to the artificial horizon \\xe2\\x80\\x93 in terms of ascent, descent, a left turn, or a right turn.. .']",40
current airspeed,['Current Airspeed. . . .'],40
flight director vertical deviation bar,['Flight Director Vertical Deviation Bar. .'],40
the radio-altimeter,"['Altitude Above Ground (from the radio-altimeter) between 0 and 2,500 feet. .']",40
"2,500 foot","['Altitude Above Ground (from the radio-altimeter) between 0 and 2,500 feet. .']",40
bug,['Heading Bug. .'],79
the desire heading,['Sets the desired heading for the autopilot (when in the appropriate mode).. .'],79
the appropriate mode,['Sets the desired heading for the autopilot (when in the appropriate mode).. .'],79
the aircraft's current magnetic heading,"[""The aircraft's current magnetic heading.. .""]",40
altimeter setting,['Altimeter Setting. .'],40
std,['STD (29.92 inches of mercury) or manual setting.. .'],40
29.92 inch,['STD (29.92 inches of mercury) or manual setting.. .'],40
mercury,['STD (29.92 inches of mercury) or manual setting.. .'],40
manual setting,['STD (29.92 inches of mercury) or manual setting.. .'],40
gs / tas / wind,['GS / TAS / Wind. .'],39
gs,['GS: Ground Speed TAS:'],39
ground speed tas,['GS: Ground Speed TAS:'],39
true air speed wind speed,['True Air Speed Wind speed and direction.'],39
direction,['True Air Speed Wind speed and direction.'],39
the graphic,"[""The graphic indicates wind direction relative to the aircraft's current heading.. .""]",39
wind direction,"[""The graphic indicates wind direction relative to the aircraft's current heading.. .""]",39
the aircraft's current heading,"[""The graphic indicates wind direction relative to the aircraft's current heading.. .""]",39
current magnetic heading,['Current Magnetic Heading. . . .'],39
next flight plan waypoint,"['Next Flight Plan Waypoint. .', 'Next Flight Plan Waypoint. . . .']",77
effect,['If a flight plan is currently in effect. .'],39
vor information,['VOR Information. .'],39
frequency,['Frequency and distance of VOR tuned by NAV radio. .'],39
distance,['Frequency and distance of VOR tuned by NAV radio. .'],39
vor,"['Frequency and distance of VOR tuned by NAV radio. .', 'VOR. .']",77
nav radio,['Frequency and distance of VOR tuned by NAV radio. .'],39
flight plan course,['Flight Plan Course. . . .'],39
the location,"['The location of a VOR relative to the current position of the aircraft. .', 'The location of an airport relative to the current position of the aircraft. .']",76
the current position,"['The location of a VOR relative to the current position of the aircraft. .', 'The location of an airport relative to the current position of the aircraft. .']",76
airport,"['Airport. .', 'Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR: Weather radar. .']",76
an airport,['The location of an airport relative to the current position of the aircraft. .'],38
active feature,['Active Features. .'],38
the feature,['The features currently displayed by the EHSI'],38
arpt,['ARPT:'],38
wpt,['Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR: Weather radar. .'],38
waypoint,"['Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR: Weather radar. .', 'Waypoint. . . .']",76
radio navigation aid station wxr,['Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR: Weather radar. .'],38
weather radar,['Airports are displayed WPT: Waypoints are displayed STA: Radio navigation aid STATIONS WXR: Weather radar. .'],38
current location,['Current Location. . . .'],38
a separate ehsi control panel,['Control Panel A separate EHSI Control Panel is provided for the pilot and first-officer.'],1
the setting,"['These work independently, and are used to control and customize the settings and information presented on the left, and right EHSI display: 36   37  . . .']",1
right ehsi display,"['These work independently, and are used to control and customize the settings and information presented on the left, and right EHSI display: 36   37  . . .']",1
ehsi mode,['EHSI Mode. . . . . . . .'],37
center panel multi-function panel,['Center Panel Multi-Function Panel'],1
the n1 set rotary,['The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.'],1
the maximum throttle,['The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.'],1
the auto-throttle,"['The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.', 'Select the desired speed, ARM and engage the Auto-Throttle.', '  Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.', 'Immediately following touch-down, disable the Auto-Throttle to facilitate braking and taxi-operations. . . .']",86
toga,['The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.'],1
take-off,['The N1 SET rotary controls the maximum throttle setting (as a percentage of N1) that may be used by the auto-throttle in TOGA (Take-Off and Go Around) situations.'],1
the outer rotary,['Use the outer rotary to select the engine to which this applies.'],1
the inner rotary,['Use the inner rotary to select the percentage value.'],1
the percentage value,['Use the inner rotary to select the percentage value.'],1
the anti-skid rotary,['The Anti-Skid rotary controls the braking force that will be applied by the auto-braking system.'],1
the brake force,['The Anti-Skid rotary controls the braking force that will be applied by the auto-braking system.'],1
the auto-braking system,['The Anti-Skid rotary controls the braking force that will be applied by the auto-braking system.'],1
the choice,['The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.'],1
setting,"['The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.', 'settings.... . . .']",35
the level,['The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.'],1
reverse thrust,"['The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.', 'engage reverse thrust, and. .']",36
touchdown,"['The choice of setting depends on the level of reverse thrust that will be used by the pilot on touchdown.', 'touchdown.. . . .', 'deployment on touchdown.. . . .']",69
the flap indicator dial,['The flap indicator dial shows the current wing-flap position.'],1
the current wing-flap position,['The flap indicator dial shows the current wing-flap position.'],1
upper eicas,['Upper EICAS (Engine Indications and Crew Alerting System) Display 39   40'],1
lower eica,['Lower EICAS (Engine Indications and Crew Alerting System) Display 41  . . .'],1
tat,['TAT. .'],36
fuel quantity,['Fuel Quantity (Per Tank). . . . . . . .'],36
n2,"['N2. .', 'N2. . . .']",36
the separate ) x-plane 11 flight management system,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
fms,"['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.', ""The waypoints incorporated into the flight plan can be subsequently input into the aircraft's Flight Management Computer (FMS), or Global Positioning System (GPS).""]",2
manual,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
comprehensive instruction,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
relation,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
operation,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
the flight management system,['FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
right engine,['right engines respectively.. . . .'],35
this unit,['Also included in this unit. .'],35
thrust,"['to increase thrust and. .', 'thrust.. . . .', 'THRUST']",80
the reverse thrust,['Pull the reverse thrust. .'],35
their resting,['back to their resting. .'],35
center pedestal thrust lever,['Center Pedestal Thrust Levers 43  . . .'],1
a speed brake lever,"['with a speed brake lever,. .']",34
brake,['brakes located on top of. .'],34
drag,"['adding drag, and are. .']",34
four speed brake,['There are four speed brake. .'],34
flight detent,['Flight Detent: Deployed to. .'],34
the maximum position,['the maximum position for. .'],34
maximum position,['maximum position for. .'],34
ground use,['ground use.. .'],34
this lever,['This lever provides for a. .'],34
fix position,"['fixed position of the flaps,. .']",34
and 40 degree,['and 40 degrees.. .'],34
speed brake lever flap lever,['Speed Brake Lever Flap Lever'],1
the flap lever,['The Flap Lever operates the wing flaps.'],1
the wing flap,['The Flap Lever operates the wing flaps.'],1
the contour,['Wing flaps change the contour of the wing.'],1
more lift,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
more drag,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
the takeoff,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
the landing phase,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
an external,['assign an external. .'],33
peripheral axis,['peripheral axis to this. .'],33
pitch trim wheel,['Pitch Trim Wheel'],1
the elevator,"['The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.', '  The Pitch Trim Wheel operates a trim tab that is built into the elevator.', 'This control is used to relieve the pilot from continuous manual input to the elevator.']",3
a control surface,['The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.'],1
the pitch trim wheel,['The Pitch Trim Wheel operates a trim tab that is built into the elevator.'],1
a trim tab,['The Pitch Trim Wheel operates a trim tab that is built into the elevator.'],1
this control,['This control is used to relieve the pilot from continuous manual input to the elevator.'],1
continuous manual input,['This control is used to relieve the pilot from continuous manual input to the elevator.'],1
fuel control levers the fuel control lever,"['Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.']",1
startup,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the lever,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.', 'During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",2
the up position,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the jet turbine,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the desire rotation speed,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
shutdown,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
the down position,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
the supply,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
vhf,"['This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.', '  This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.']",2
comm ) radio,"['This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.']",1
three communication radio,"['This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.']",1
either side,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ' Control panels are located on either side of the center console, for access by pilot and first-officer.']",2
the center console,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ' Control panels are located on either side of the center console, for access by pilot and first-officer.', ""Lighting Use the \\xe2\\x80\\x98FLOOD' rotary to control the overhead flood lighting for the center console."", ""  Use the \\xe2\\x80\\x98PANEL' rotary to control the back-lighting for the center console.""]",4
access,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ' Control panels are located on either side of the center console, for access by pilot and first-officer.']",2
pilot,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ' Control panels are located on either side of the center console, for access by pilot and first-officer.']",2
vhf1 / vhf2 / vhf3,['Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.'],1
the associate vhf radio,['Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.'],1
the toggle switch,"['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)', '  Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)']",2
the frequency display,"['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)', 'Use the rotary controls below each of the frequency displays to change the frequency.', '  Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)']",4
the active frequency,"['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)', '  Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)']",2
a green light,"['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)', '  Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)']",2
the outer-rotary change,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the numeric value,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the inner-rotary change,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the decimal value,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
audio control nav radios,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios \\xe2\\x80\\x93 NAV 1 and NAV2.'],1
two nav radio,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios \\xe2\\x80\\x93 NAV 1 and NAV2.'],1
nav,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios \\xe2\\x80\\x93 NAV 1 and NAV2.'],1
nav2,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios \\xe2\\x80\\x93 NAV 1 and NAV2.'],1
localizer,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . .""]",1
ehsi control panel nav1,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . .""]",1
conjunction,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . ."", 'The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",3
the pilot's ehsi,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . .""]",1
autopilot a. nav2,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . .""]",1
the first-officer's ehsi,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . .""]",1
the transponder,"['The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
atc radar,"['The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
controller,"['The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
control airspace,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
each aircraft,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
a unique transponder code,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
the left outer rotary control,['Use the left outer rotary control to adjust the code in units of 1000.'],1
the code,"['Use the left outer rotary control to adjust the code in units of 1000.', 'Use the left inner rotary control to adjust the code in units of 100.', 'Use the right outer-rotary control to adjust the code in units of 10.', 'Use the right inner-rotary control to adjust the code in units of 1.']",4
unit,"['Use the left outer rotary control to adjust the code in units of 1000.', 'Use the left inner rotary control to adjust the code in units of 100.', 'Use the right outer-rotary control to adjust the code in units of 10.', 'Use the right inner-rotary control to adjust the code in units of 1.', 'It is recommended the pilot generate a flight plan for the chosen route before using the FMS or GPS units.', 'Instructions for operating the Laminar Research FMS and GPS units can be found in separate (dedicated) manuals.']",6
the left inner rotary control,['Use the left inner rotary control to adjust the code in units of 100.'],1
the right outer-rotary control,['Use the right outer-rotary control to adjust the code in units of 10.'],1
the right inner-rotary control,['Use the right inner-rotary control to adjust the code in units of 1.'],1
stby,"['Use STBY when operating on the ground, and ALT ON when in flight.', 'STBY']",5
the \xe2\x80\x98flood,"[""Lighting Use the \\xe2\\x80\\x98FLOOD' rotary to control the overhead flood lighting for the center console.""]",1
' rotary,"[""Lighting Use the \\xe2\\x80\\x98FLOOD' rotary to control the overhead flood lighting for the center console."", ""  Use the \\xe2\\x80\\x98PANEL' rotary to control the back-lighting for the center console.""]",2
the overhead flood lighting,"[""Lighting Use the \\xe2\\x80\\x98FLOOD' rotary to control the overhead flood lighting for the center console.""]",1
the \xe2\x80\x98panel,"[""Use the \\xe2\\x80\\x98PANEL' rotary to control the back-lighting for the center console.""]",1
the back-lighting,"[""Use the \\xe2\\x80\\x98PANEL' rotary to control the back-lighting for the center console.""]",1
adjustment,['This panel features trim adjustments for roll and yaw.'],1
yaw,"['This panel features trim adjustments for roll and yaw.', '  Use the Rudder rotary control for yaw trim \\xe2\\x80\\x93 in accordance with the rudder trim indicator.', 'Hold yaw axis at full deflection.']",3
the left / right wing,['Use the Left / Right wing down switch for aileron trim.'],1
aileron trim,['Use the Left / Right wing down switch for aileron trim.'],1
a joystick control,['(You may choose to map a joystick control to this function).'],2
this function,['(You may choose to map a joystick control to this function).'],2
the rudder rotary control,['Use the Rudder rotary control for yaw trim \\xe2\\x80\\x93 in accordance with the rudder trim indicator.'],1
accordance,['Use the Rudder rotary control for yaw trim \\xe2\\x80\\x93 in accordance with the rudder trim indicator.'],1
indicator,['Use the Rudder rotary control for yaw trim \\xe2\\x80\\x93 in accordance with the rudder trim indicator.'],1
autopilot operation,['Autopilot Operation 49   50   51  . . .'],1
leave course display,['Left COURSE Display and Rotary. .'],29
rotary,"['Left COURSE Display and Rotary. .', 'Altitude Display and Rotary. . . . . . . .']",58
altitude display,['Altitude Display and Rotary. . . . . . . .'],29
app button,['APP Button. . .'],29
the desire speed,"['Select the desired speed, ARM and engage the Auto-Throttle.']",29
arm,"['Select the desired speed, ARM and engage the Auto-Throttle.', 'ARM the Speed Brakes. . . .', 'speed, ARM and. .']",87
the select speed,"['Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.', '  Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.']",29
the approach phase,"['Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.', '  Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.']",29
a speed,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.. . . .', 'with a speed of 180. .']",87
180 knot,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.. . . .']",29
no flap,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.. . . .', 'knots with no flaps. .']",58
140 knot,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.. . . .']",29
full flap deployment,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.. . . .']",29
the speed brakes,['ARM the Speed Brakes. . . .'],29
speed,"['speed, ARM and. .']",29
the auto-,['engage the Auto-. .'],29
ven,['ven when using th. .'],29
auto-throttle,"['auto-throttle, the. .']",29
knot,['knots with no flaps. .'],29
full flap,['with full flap. .'],29
auto-land,['Auto-Land'],1
full auto-land,"['This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
the ils,"['This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).', 'Tune the ILS on both NAV1 and NAV2 receivers. . . .']",29
cat-3,"['This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
the x-plane map,"['This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
a sensible intercept,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: 52  . . .']",1
both the localizer,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: 52  . . .']",1
glide-slope,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: 52  . . .']",1
this procedure,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: 52  . . .']",1
both nav1,['Tune the ILS on both NAV1 and NAV2 receivers. . . .'],28
nav2 receiver,['Tune the ILS on both NAV1 and NAV2 receivers. . . .'],28
the ils front course,['Set the ILS front course on both CRS1 and CRS2 selectors. . . .'],28
both crs1,"['Set the ILS front course on both CRS1 and CRS2 selectors. . . .', 'n both CRS1 an. .']",56
crs2 selector,"['Set the ILS front course on both CRS1 and CRS2 selectors. . . .', 'CRS2 selectors. .']",56
both flight director switch,['Check both Flight Director switches (FD1 and FD2) are ON. . . .'],28
fd1,['Check both Flight Director switches (FD1 and FD2) are ON. . . .'],28
