syllabus437_nouns.csv
Unique nouns: 396,Total nouns: 485
Total time: 2.346 sec,Cost per noun: 4.836 ms
1/26 near neighbor,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
daum\xc3\xa9 chapter,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,', ""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",3
3 1/28 decision boundary,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
1/31 k-means clustering,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
curse,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
dimensionality,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
sklearn 2/4 perceptron daum\xc3\xa9 chapter,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
4 2/7 perceptron,"['[1] 1/21 Decision trees Daum\\xc3\\xa9 Chapter 2 1/24 Limits of learning, inductive bias, HW #1 due underfit/overfit HW #2 assigned 1/26 Nearest neighbors Daum\\xc3\\xa9 Chapter 3 1/28 Decision boundaries 1/31 K-means clustering, curse of dimensionality 2/2 Sklearn 2/4 Perceptron Daum\\xc3\\xa9 Chapter 4 2/7 Perceptron,']",1
perceptron 2/9 exam,['Averaged Perceptron 2/9 Exam 1 (Canvas / Zoom) 2/11'],1
canvas/zoom,"['Averaged Perceptron 2/9 Exam 1 (Canvas / Zoom) 2/11', ""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",2
linear separability,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
margin,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
2/14 practical issue,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
normalization,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
2/16 rank 2/18 feature,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
model performance 2/25 significance testing,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
6 interval,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
2/28 multi-class classification,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
supplemental material,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)"", '4/18 Reinforcement learning Supplemental material [9] 4/20 Reinforcement learning 4/22 GANs Supplemental material']",2
3/2 loss function,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
bayes classifi daum\xc3\xa9 chapter,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
9 3/11 text ml,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
3/14 spring break,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
3/16 spring break,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
3/18 spring break 3/21 logistic regression supplemental material,"[""Linear separability, margin, SVM 2/14 Practical issues, normalization, Daum\\xc3\\xa9 Chapter 5 HW #2 due hyperparameters Supplemental material [2] HW #3 assigned 2/16 Ranking 2/18 Features, class imbalance 2/21 President's Day 2/23 Evaluating model performance 2/25 Significance testing, confidence Daum\\xc3\\xa9 Chapter 6 intervals, bootstrapping 2/28 Multi-class classification, Supplemental material [3] HW #3 due linear regression HW #4 assigned 3/2 Loss functions, regularization Daum\\xc3\\xa9 Chapter 7 3/4 Support vector machines 3/7 Bias and fairness Daum\\xc3\\xa9 Chapter 8 3/9 Na\\xc3\\xafve Bayes classifier Daum\\xc3\\xa9 Chapter 9 3/11 Text ML, logistic regression 3/14 Spring Break 3/16 Spring Break 3/18 Spring Break 3/21 Logistic regression Supplemental material [4] HW #4 due HW #5 assigned 3/23 Exam 2 (Canvas / Zoom) 3/25 Neural networks Daum\\xc3\\xa9 Chapter 10 3/28 Backpropagation Supplemental material [5-7] 3/30 Deep networks, TensorFlow 4/1 TensorFlow 4/4 Autoencoder, RNN Daum\\xc3\\xa9 Chapter 7 4/6 Ensemble methods Daum\\xc3\\xa9 Chapter 13 4/8 Ensemble methods 4/11 K-means++, dimensionality Daum\\xc3\\xa9 Chapter 15 HW #5 due reduction HW #6 assigned 4/13 PCA Supplemental material [8] 4/15 Exam 3 (Canvas / Zoom)""]",1
