737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
4 oil temp engine,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
gearbox oil temperature,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
degree celsius,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
5 oil qty engine,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
gearbox oil quantity,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
quart,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
6 vib engine vibration,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
a scale,['per hour x 1000) 3 OIL PRESS Engine and gearbox oil pressure (in psi) 4 OIL TEMP Engine and gearbox oil temperature (in degrees Celsius) 5 OIL QTY Engine and gearbox oil quantity remaining (in quarts) 6 VIB Engine vibration expressed on a scale of 1.0 (good) to 4.0 (bad).'],1
41 fms control display unit,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
the separate ) x-plane 11 flight management system,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
fms,"['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.', ""The waypoints incorporated into the flight plan can be subsequently input into the aircraft's Flight Management Computer (FMS), or Global Positioning System (GPS).""]",2
manual,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
comprehensive instruction,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
relation,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
operation,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
the flight management system,['41 FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.'],1
42 center pedestal,['42 Center Pedestal Thrust Levers'],1
this unit,"['Also included in this unit are (smaller) reverse-thrust levers, located behind the (larger) thrust levers.']",1
small ) reverse-thrust lever,"['Also included in this unit are (smaller) reverse-thrust levers, located behind the (larger) thrust levers.']",1
thrust,"['Also included in this unit are (smaller) reverse-thrust levers, located behind the (larger) thrust levers.', 'Advance the thrust levers to increase thrust and retard them to reduce thrust.']",2
the reverse,"['Pull the reverse thrust levers towards you to engage reverse thrust, and back to their resting position to disengage.']",1
their rest position,"['Pull the reverse thrust levers towards you to engage reverse thrust, and back to their resting position to disengage.']",1
disengage,"['Pull the reverse thrust levers towards you to engage reverse thrust, and back to their resting position to disengage.']",1
equip speed brake lever,"['The B737-800 is equipped Speed Brake Lever with a speed brake lever, which deploys the speed brakes located on top of the wings.']",1
a speed brake lever,"['The B737-800 is equipped Speed Brake Lever with a speed brake lever, which deploys the speed brakes located on top of the wings.']",1
the speed brake,"['The B737-800 is equipped Speed Brake Lever with a speed brake lever, which deploys the speed brakes located on top of the wings.']",1
drag,"['Speed brakes are very effective at reducing lift generated by the wings and adding drag, and are usually deployed partially during descent, or fully at touchdown.']",1
four speed brake setting,['There are four speed brake settings...'],1
automatic deployment,['For automatic deployment on touchdown.'],1
flight detent,['Flight Detent: Deployed to the maximum position for in-flight use.'],1
the maximum position,"['Flight Detent: Deployed to the maximum position for in-flight use.', 'Deployed to the maximum position for ground use.']",2
ground use,['Deployed to the maximum position for ground use.'],1
flap lever,['Flap Lever'],1
the flap lever,['The Flap Lever operates the wing flaps.'],1
the wing flap,['The Flap Lever operates the wing flaps.'],1
wing flap,['Wing flaps change the contour of the wing.'],1
the contour,['Wing flaps change the contour of the wing.'],1
more lift,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
more drag,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
the takeoff,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
the landing phase,"['When extended, the flaps generate more lift, and more drag, which is beneficial during the takeoff and the landing phases of the flight.']",1
this lever,"['This lever provides for a fixed position of the flaps, at 0, 1, 2, 5, 10, 15, 25, 30 and 40 degrees.']",1
a fix position,"['This lever provides for a fixed position of the flaps, at 0, 1, 2, 5, 10, 15, 25, 30 and 40 degrees.']",1
"15, 25, 30 and 40 degree","['This lever provides for a fixed position of the flaps, at 0, 1, 2, 5, 10, 15, 25, 30 and 40 degrees.']",1
the elevator,"['The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.', 'The Pitch Trim Wheel operates a trim tab that is built into the elevator.', 'This control is used to relieve the pilot from continuous manual input to the elevator.']",3
a control surface,['The elevator is a control surface built into the tail assembly and is used to pitch the aircraft up or down.'],1
the pitch trim wheel,['The Pitch Trim Wheel operates a trim tab that is built into the elevator.'],1
a trim tab,['The Pitch Trim Wheel operates a trim tab that is built into the elevator.'],1
this control,"['This control is used to relieve the pilot from continuous manual input to the elevator.', 'It is recommended the pilot assign an external peripheral axis to this control if one is available.']",2
continuous manual input,['This control is used to relieve the pilot from continuous manual input to the elevator.'],1
an external peripheral axis,['It is recommended the pilot assign an external peripheral axis to this control if one is available.'],1
fuel control,"['Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.']",1
the fuel control lever,"['Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.']",1
startup,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the lever,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.', 'During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",2
the up position,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the jet turbine,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
the desire rotation speed,"['During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.']",1
shutdown,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
the down position,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
the supply,"['During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.']",1
three communication radio,"['This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.']",1
vhf,"['This aircraft is equipped VHF (Comm) Radios with three communications radios - VHF 1, VHF 2 and VHF 3.']",1
the center console,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ""Lighting Use the 'FLOOD' rotary to control the overhead flood lighting for the center console."", ""Use the 'PANEL' rotary to control the back-lighting for the center console.""]",4
access,"['Control panels are located on either side of the center console, for access by pilot and first-officer.']",2
pilot,"['Control panels are located on either side of the center console, for access by pilot and first-officer.', ""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",3
vhf1/vhf2/vhf3,['Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.'],1
the associate vhf radio,['Use the buttons marked VHF1/VHF2/VHF3 to connect the panel to the associated VHF radio.'],1
the toggle switch,['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)'],2
the frequency display,"['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)', 'Use the rotary controls below each of the frequency displays to change the frequency.']",4
the active frequency,['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)'],2
a green light,['Use the toggle switch located between the frequency displays to select the active frequency (indicated by a green light)'],2
the outer-rotary change,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the numeric value,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the inner-rotary change,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
the decimal value,"['The outer-rotary changes the numeric value, and the inner-rotary changes the decimal value.']",2
audio control nav radio,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios - NAV 1 and NAV2.'],1
two nav radio,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios - NAV 1 and NAV2.'],1
nav,['See: Audio Control NAV Radios This aircraft is equipped with two NAV radios - NAV 1 and NAV2.'],1
localizer,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  "", 'The autopilot will steer the 16 VOR / LOC Button aircraft laterally to intercept and track the VOR radial, or ILS localizer that is selected via the active Nav radio.']",2
approach,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  "", '50  17 APP Button User in conjunction with the auto-throttle and NAV-1 radio to activate a localizer or ILS approach.']",2
conjunction,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  "", 'Transponder The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.', ""This works in and Rotary conjunction with the VOR selected using the pilot's EHSI Control Panel."", 'This switch is used in conjunction with the IAS / MACH Rotary and Display.', '3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.', 'This display is used in conjunction with the HEADING Rotary.', '49  Used in conjunction with the Altitude Hold Button and Vertical Speed Button.', ""This works in and Rotary conjunction with the VOR selected using the first-officer's EHSI Control Panel."", 'Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.', '50  17 APP Button User in conjunction with the auto-throttle and NAV-1 radio to activate a localizer or ILS approach.', 'Used in conjunction with the 19 LVL CHG Button auto-throttle, the autopilot will maintain the current airspeed while ascending, or descending to the selected altitude.', 'Used in conjunction with the auto-throttle, the autopilot will maintain airspeed according to the IAS / MACH Display.']",13
the pilot's ehsi,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  ""]",1
autopilot a. nav2,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  ""]",1
the first-officer's ehsi,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  "", ""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",2
b.,"[""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  "", 'The CMD buttons are used to engage the autopilot, noting there are two separate and identical systems - A, and B. Note that, after engaging the autopilot, the desired mode must still be selected subsequently.']",2
the transponder,"['Transponder The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
atc radar,"['Transponder The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
controller,"['Transponder The transponder works in conjunction with ATC radar, to identify the aircraft to controllers.']",1
control airspace,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
each aircraft,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
a unique transponder code,"['When operating in controlled airspace, each aircraft is provided with a unique transponder code to accomplish this.']",1
the left outer rotary control,['Use the left outer rotary control to adjust the code in units of 1000.'],1
the code,"['Use the left outer rotary control to adjust the code in units of 1000.', 'Use the left inner rotary control to adjust the code in units of 100.', 'Use the right outer-rotary control to adjust the code in units of 10.', 'Use the right inner-rotary control to adjust the code in units of 1.']",4
the left inner rotary control,['Use the left inner rotary control to adjust the code in units of 100.'],1
the right outer-rotary control,['Use the right outer-rotary control to adjust the code in units of 10.'],1
the right inner-rotary control,['Use the right inner-rotary control to adjust the code in units of 1.'],1
stby,"['Use STBY when operating on the ground, and ALT ON when in flight.']",1
the ' flood ' rotary,"[""Lighting Use the 'FLOOD' rotary to control the overhead flood lighting for the center console.""]",1
the overhead flood lighting,"[""Lighting Use the 'FLOOD' rotary to control the overhead flood lighting for the center console.""]",1
the ' panel ' rotary,"[""Use the 'PANEL' rotary to control the back-lighting for the center console.""]",1
the back-lighting,"[""Use the 'PANEL' rotary to control the back-lighting for the center console.""]",1
adjustment,['trim adjustments for roll and yaw.'],1
yaw,"['trim adjustments for roll and yaw.', 'Hold yaw axis at full deflection.']",2
aileron trim,['Use the Left / Right wing down switch for aileron trim.'],1
a joystick control,['(You may choose to map a joystick control to this function).'],2
this function,['(You may choose to map a joystick control to this function).'],2
yaw trim-in accordance,['Use the Rudder rotary control for yaw trim - in accordance with the rudder trim indicator.'],1
indicator,['Use the Rudder rotary control for yaw trim - in accordance with the rudder trim indicator.'],1
left course display,"[""48 Autopilot Operation 1 Left COURSE Display Used to select the desired VOR radial for the captain's EHSI.""]",1
the captain's ehsi,"[""48 Autopilot Operation 1 Left COURSE Display Used to select the desired VOR radial for the captain's EHSI.""]",1
the pilot's ehsi control panel,"[""This works in and Rotary conjunction with the VOR selected using the pilot's EHSI Control Panel.""]",1
the auto throttle,"['Use this switch to toggle the Auto Throttle on, or off.']",1
2 auto throttle,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.']",1
auto throttle,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.']",1
the throttle,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.']",1
the airspeed,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.']",1
the value,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.', 'When Heading-Select mode is engaged, the autopilot will steer the aircraft according to the value displayed here.', 'Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.']",3
the ias/mach display,"['2 Auto Throttle Switch When Auto Throttle is engaged, the autopilot has command of the throttles, and will govern the airspeed according to the value indicated by the IAS / MACH Display.', 'Used in conjunction with the auto-throttle, the autopilot will maintain airspeed according to the IAS / MACH Display.']",2
3 c/o toggle toggle,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
the ias/mach display unit,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
knot,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
mach-number 4 ias/mach display,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
the speed button,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
auto-throttle,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.']",1
this value,"['3 C/O Toggle Toggles the IAS / MACH display units between Knots and Mach-number 4 IAS / MACH Display When used in conjunction with the Speed Button, and Auto-Throttle, the autopilot and Rotary will govern the speed according to this value.', '9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.']",2
5 vnav button vnav,['5 VNAV Button VNAV (Vertical Navigation).'],1
vertical navigation,['5 VNAV Button VNAV (Vertical Navigation).'],1
the autopilot/autothrottle,['The autopilot / autothrottle will follow the vertical components of your flight plan.'],1
the vertical component,['The autopilot / autothrottle will follow the vertical components of your flight plan.'],1
your flight plan,"['The autopilot / autothrottle will follow the vertical components of your flight plan.', 'The autopilot will follow the lateral components of your flight plan.']",2
this display,['This display is used in conjunction with the HEADING Rotary.'],1
the heading rotary,['This display is used in conjunction with the HEADING Rotary.'],1
head-select mode,"['When Heading-Select mode is engaged, the autopilot will steer the aircraft according to the value displayed here.']",1
6 heading display,['6 Heading Display and Rotary Use the Rotary Control outer ring to adjust the bank angle / rate of turn.'],1
rotary use,['6 Heading Display and Rotary Use the Rotary Control outer ring to adjust the bank angle / rate of turn.'],1
the rotary control outer ring,['6 Heading Display and Rotary Use the Rotary Control outer ring to adjust the bank angle / rate of turn.'],1
the bank angle/rate,['6 Heading Display and Rotary Use the Rotary Control outer ring to adjust the bank angle / rate of turn.'],1
turn,['6 Heading Display and Rotary Use the Rotary Control outer ring to adjust the bank angle / rate of turn.'],1
the rotary control inner ring,['Use the Rotary Control inner ring to adjust the heading.'],1
the heading,['Use the Rotary Control inner ring to adjust the heading.'],1
7 lnav button lnav,['7 LNAV Button LNAV (Lateral Navigation).'],1
lateral navigation,['7 LNAV Button LNAV (Lateral Navigation).'],1
the lateral component,['The autopilot will follow the lateral components of your flight plan.'],1
vertical speed button,['49  Used in conjunction with the Altitude Hold Button and Vertical Speed Button.'],1
altitude hold,"['When Altitude Hold is engaged, the autopilot will immediately level-off, and the 8 Altitude Display and level-off altitude will be displayed here.']",1
the 8 altitude display,"['When Altitude Hold is engaged, the autopilot will immediately level-off, and the 8 Altitude Display and level-off altitude will be displayed here.']",1
level-off altitude,"['When Altitude Hold is engaged, the autopilot will immediately level-off, and the 8 Altitude Display and level-off altitude will be displayed here.']",1
vertical speed mode,"['Rotary When Vertical Speed mode is engaged, the autopilot will ascend, or descend at the desired rate, until reaching the altitude displayed here, at which point it will level-off.', 'Click this button to engage Vertical Speed Mode.']",3
the desire rate,"['Rotary When Vertical Speed mode is engaged, the autopilot will ascend, or descend at the desired rate, until reaching the altitude displayed here, at which point it will level-off.']",1
which point,"['Rotary When Vertical Speed mode is engaged, the autopilot will ascend, or descend at the desired rate, until reaching the altitude displayed here, at which point it will level-off.']",1
9 vertical speed,"['9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.']",1
vs vertical speed ) mode,"['9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.']",1
the rate,"['9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.', 'Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.']",2
rotary ascent,"['9 Vertical Speed When VS (Vertical Speed) Mode is engaged, the autopilot will govern the rate of Display and Rotary ascent, or descent, according to this value.']",1
the cmd button,"['The CMD buttons are used to engage the autopilot, noting there are two separate and identical systems - A, and B. Note that, after engaging the autopilot, the desired mode must still be selected subsequently.']",1
two separate and identical system,"['The CMD buttons are used to engage the autopilot, noting there are two separate and identical systems - A, and B. Note that, after engaging the autopilot, the desired mode must still be selected subsequently.']",1
the desire mode,"['The CMD buttons are used to engage the autopilot, noting there are two separate and identical systems - A, and B. Note that, after engaging the autopilot, the desired mode must still be selected subsequently.']",1
auto-land ' mode,"[""However, when in 'auto-land' mode, both are typically engaged together, to provide redundancy in case of failure.""]",1
case,"[""However, when in 'auto-land' mode, both are typically engaged together, to provide redundancy in case of failure.""]",1
failure,"[""However, when in 'auto-land' mode, both are typically engaged together, to provide redundancy in case of failure.""]",1
10 a/p engage,['10 A/P ENGAGE'],1
the cw button,"['The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.']",1
control wheel steering mode,"['The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.', ""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",3
the control wheel,"['The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.']",1
the result attitude,"['The CWS buttons are used to engage Control Wheel Steering mode, whereby the autopilot will allow the pilot to make inputs using the control wheel, after which it will hold the resulting attitude.']",1
a-engages,"['CMD / A - Engages Autopilot', ""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",2
engage,"[""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",1
11 right course display,"[""A CMD / B - Engages Autopilot B CWS / A - Engages Autopilot A in Control Wheel Steering mode CWS / B - Engages Autopilot B in Control Wheel Steering mode 11 Right Course Display Used to select the desired VOR radial for the first-officer's EHSI.""]",1
the first-officer's ehsi control panel,"[""This works in and Rotary conjunction with the VOR selected using the first-officer's EHSI Control Panel.""]",1
the ' flight director ' display,"[""Use this switch to toggle the 'Flight Director' display on, or off for the first-officer's EADI.""]",2
the first-officer's eadi,"[""Use this switch to toggle the 'Flight Director' display on, or off for the first-officer's EADI.""]",2
first-officer's the flight director compute,"[""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan.""]",1
the proper pitch,"[""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan."", ""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",2
bank,"[""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan."", ""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",2
12 flight director,"[""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan.""]",1
the desire flight plan,"[""First-officer's The flight director computes and displays the proper pitch and bank angles 12 Flight Director required for the aircraft to follow the desired flight plan."", ""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",2
the flight-crew,['Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.'],2
the flight plan,"['Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.', ""The waypoints incorporated into the flight plan can be subsequently input into the aircraft's Flight Management Computer (FMS), or Global Positioning System (GPS).""]",3
the attitude indicator,['Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.'],2
the flight director pitch,['Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.'],2
bank command bar,['Switch The flight-crew can manually fly the aircraft according to the flight plan - by aligning the attitude indicator with the Flight Director pitch and bank command bars.'],2
13 autopilot disengage,['13 Autopilot Disengage Click this button to disengage the autopilot and return full manual control to the flight crew.'],1
this button,"['13 Autopilot Disengage Click this button to disengage the autopilot and return full manual control to the flight crew.', 'Click this button to engage Vertical Speed Mode.', '15 ALT Hold Button Click this button to engage Altitude Hold Mode.', 'Click this button to engage VOR or Localizer Mode.', '18 HDG Select Button Click this button to engage Heading Mode.', '20 Speed Button Click this button to engage Speed Mode.', 'In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.']",8
full manual control,['13 Autopilot Disengage Click this button to disengage the autopilot and return full manual control to the flight crew.'],1
the 14 vs button auto-throttle,"['Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.']",1
the vertical speed display,"['Used in conjunction with the 14 VS Button auto-throttle, the autopilot will govern the rate of ascent, or descent, according to the value indicated by the Vertical Speed Display.']",1
15 alt,['15 ALT Hold Button Click this button to engage Altitude Hold Mode.'],1
altitude hold mode,['15 ALT Hold Button Click this button to engage Altitude Hold Mode.'],1
the current altitude,['The autopilot will level-off and hold the current altitude.'],1
localizer mode,['Click this button to engage VOR or Localizer Mode.'],1
the 16 vor/loc button aircraft,"['The autopilot will steer the 16 VOR / LOC Button aircraft laterally to intercept and track the VOR radial, or ILS localizer that is selected via the active Nav radio.']",1
