document_nouns.csv
Unique nouns: 1014,Total nouns: 1427
Total time: 5.669 sec,Cost per noun: 3.973 ms
the manual,['By flying using PAGE 13 Boeing 777-200ER Aircraft Operating Manual these procedures pilots will be able to make better use of the manual and also operate the aircraft in a similar fashion company wide.'],1
a similar fashion company,['By flying using PAGE 13 Boeing 777-200ER Aircraft Operating Manual these procedures pilots will be able to make better use of the manual and also operate the aircraft in a similar fashion company wide.'],1
any circumstance,"[""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]",1
manufacturer's recommend operation,"[""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]",1
company procedure,"[""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]",1
precedence,"[""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]",1
a safety factor,"[""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]",1
discretion,['Discretion is the responsibility of the Captain.'],1
the responsibility,['Discretion is the responsibility of the Captain.'],1
the captain,['Discretion is the responsibility of the Captain.'],1
pre-flight cid:131,['PRE-FLIGHT (cid:131) Establish electric power.'],1
electric power,['PRE-FLIGHT (cid:131) Establish electric power.'],1
the apu,['Start the APU.'],1
apu bleed air valve,"['As soon as APU has started, check APU bleed air valve open, packs auto and recirculation fans on.']",1
auto and recirculation fan,"['As soon as APU has started, check APU bleed air valve open, packs auto and recirculation fans on.']",1
hydraulic-turn,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",1
engine pump,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",1
caution light,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",1
engine start,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.', 'If fuel in center check, check cross-feed configuration for engine start and take-off.']",2
c1,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",2
c2 pump,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",1
l,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.']",1
gate departure,"['Hydraulics - Turn on engine pumps (caution lights will remain on until engine start) Turn off C1, C2 pumps, L, C1, and C2 demand pumps until gate departure.', 'GATE DEPARTURE (cid:131)']",2
cid:131 ) load fuel,['(cid:131) Load fuel planned for flight.'],1
all the fuel pump,['Check that all the fuel pumps are off (cid:131)'],1
preflight fmc computer,['Preflight FMC computer (if available).'],1
clearance,"['Obtain clearance from Delivery (cid:131) Execute ""', 'Obtain clearance to taxi to gate/parking area.']",2
delivery,"['Obtain clearance from Delivery (cid:131) Execute ""']",1
) execute,"['Obtain clearance from Delivery (cid:131) Execute ""']",1
"aircraft "" checklist","['Receiving Aircraft"" checklist.']",1
close aircraft door,['Close aircraft doors 5 minutes prior to scheduled departure time.'],1
schedule departure time,['Close aircraft doors 5 minutes prior to scheduled departure time.'],1
cid:131 ) execute,"['(cid:131) Execute ""Before Start"" checklist.', '(cid:131) Execute ""After Start"" checklist.', '(cid:131) Execute ""Before Take-off"" checklist.', '(cid:131) Execute after take off checklist.']",4
checklist,"['(cid:131) Execute ""Before Start"" checklist.', '(cid:131) Execute ""After Start"" checklist.', '(cid:131) Execute after take off checklist.']",3
cabin sign,"['Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.']",1
all hydraulic,"['Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.', 'Shut off all fuel pumps, all hydraulics except right demand pump.']",2
fuel pump,"['Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.']",1
all tank,"['Cabin signs to on, turn on all hydraulics and turn on fuel pumps in all tanks with fuel.']",1
center check,"['If fuel in center check, check cross-feed configuration for engine start and take-off.']",1
cross-feed configuration,"['If fuel in center check, check cross-feed configuration for engine start and take-off.']",1
request pushback,['Request pushback.'],1
beacon and navigation light,['Beacon and navigation lights ON.'],1
contact ramp,['Contact ramp and push back.'],1
sure throttle,['Make sure throttle is at idle and start engines.'],1
engine,"['Make sure throttle is at idle and start engines.', 'Once cleared for take off, advance the thrust levers to stabilize engines.', 'Once engines have stopped, turn off all navigation and beacon lights.']",3
both engine,['Both engines can be started at the same time.'],1
the same time,['Both engines can be started at the same time.'],1
request taxi clearance,['Request taxi clearance.'],1
brake,['Release brakes and taxi to assigned runway.'],1
taxi,"['Release brakes and taxi to assigned runway.', 'Taxi off the runway.', 'Obtain clearance to taxi to gate/parking area.', 'TAXI TO TERMINAL (cid:131)']",4
assign runway,['Release brakes and taxi to assigned runway.'],1
idle thrust,['Idle thrust is sufficient to keep the aircraft rolling.'],1
light,"['Taxi lights OFF, landing lights ON, Strobe and wing lights ON.', 'Landing lights OFF.', 'Landing lights on below 10,000 feet MSL.']",4
14 boeing 777-200er aircraft operating manual,['PAGE 14 Boeing 777-200ER Aircraft Operating Manual (cid:131)'],1
flight director,"['Flight Director ON.', 'Flight Director OFF.', 'Flight Directors OFF (cid:131)']",3
"take-off "" checklist","['(cid:131) Execute ""Before Take-off"" checklist.']",1
the thrust lever,"['Once cleared for take off, advance the thrust levers to stabilize engines.']",1
the toga switch,['Hit the TOGA switch to set TO thrust (should be set by 80 knots).'],1
80 knot,['Hit the TOGA switch to set TO thrust (should be set by 80 knots).'],1
v,"['At V , rotate the aircraft smoothly (2.5 deg/sec) to 15 degrees pitch up.']",1
100 ft agl,"['At 100 ft AGL with a positive rate of climb, select the gear up.']",1
a positive rate,"['At 100 ft AGL with a positive rate of climb, select the gear up.']",1
climb,"['At 100 ft AGL with a positive rate of climb, select the gear up.', 'CLIMB (cid:131)', 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Once positive rate of climb attained, select gear up.']",4
the gear,"['At 100 ft AGL with a positive rate of climb, select the gear up.']",1
pitch angle,"['Maintain pitch angle to achieve IAS V +15. 2(cid:131)', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).', 'LANDING (cid:131) Maintain pitch angle between 1 and 3 degrees at flare.']",3
ias,['Maintain pitch angle to achieve IAS V +15. 2(cid:131)'],1
+15,['Maintain pitch angle to achieve IAS V +15. 2(cid:131)'],1
acceleration height,"['At acceleration height, lower the nose to 10 degrees to accelerate the aircraft and set flaps 1\\xc2\\xb0.']",1
the nose,"['At acceleration height, lower the nose to 10 degrees to accelerate the aircraft and set flaps 1\\xc2\\xb0.']",1
10 degree,"['At acceleration height, lower the nose to 10 degrees to accelerate the aircraft and set flaps 1\\xc2\\xb0.', 'At 1,500 feet AGL lower nose to 10 degrees and continue with the take off procedure for cleaning the aircraft up.']",2
set clb thrust,['Set CLB thrust.'],1
210 kia,"['At 210 KIAS, retract flaps.']",1
", retract flap","['At 210 KIAS, retract flaps.']",1
250 kia,"['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']",3
"10,000 ft msl","['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']",2
no speed restriction,"['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.']",1
atc,"['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']",2
this case,"['In this case, accelerate to cruise climb speed.']",1
climb speed,"['In this case, accelerate to cruise climb speed.', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']",2
initial rate,"['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']",1
2000-4000 fpm,"['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']",1
gw,"['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']",2
clb,"['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']",1
320 kia,"['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']",2
climb rate,"['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).', 'Reduce climb rate to 1000 fpm as opposed to 2200 fpm.']",2
2000-3000 fpm,"['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']",1
the cabin crew,['Alert the cabin crew that use of approved portable electronic devices is now approved.'],1
approve portable electronic device,['Alert the cabin crew that use of approved portable electronic devices is now approved.'],1
o set seatbelt sign,"['o Set seatbelt sign to auto, leave no-smoking on (cid:131)']",1
auto,"['o Set seatbelt sign to auto, leave no-smoking on (cid:131)', 'Set auto-brakes to MAX AUTO.']",2
no-smoking,"['o Set seatbelt sign to auto, leave no-smoking on (cid:131)']",1
transition altitude,['At transition altitude: o reset altimeters to STD pressure.'],1
altimeter,"['At transition altitude: o reset altimeters to STD pressure.', 'Set altimeter for your destination at FL180 or local transition level.', 'PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.', 'Altimeters SET (cid:131)']",4
pressure,['At transition altitude: o reset altimeters to STD pressure.'],1
flight progress,"['Monitor flight progress, fuel flow, and engine operations.']",1
fuel flow,"['Monitor flight progress, fuel flow, and engine operations.']",1
engine operation,"['Monitor flight progress, fuel flow, and engine operations.']",1
review star,['Review STAR / ILS charts and weather conditions at destination.'],1
chart,['Review STAR / ILS charts and weather conditions at destination.'],1
weather condition,['Review STAR / ILS charts and weather conditions at destination.'],1
cid:131 ) descent,"[""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion.""]",1
t,"[""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion.""]",1
/d,"[""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion.""]",1
pilot's discretion,"[""(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot's discretion.""]",1
seat belt sign,"['Turn seat belt sign to on and reset MCP altitude to lowest cleared altitude.', 'Seat Belt Sign ON (cid:131)', 'Seat Belt Sign ON (cid:131) Altimeters & Flt.']",3
mcp altitude,['Turn seat belt sign to on and reset MCP altitude to lowest cleared altitude.'],1
to lowest clear altitude,['Turn seat belt sign to on and reset MCP altitude to lowest cleared altitude.'],1
15 boee 777-200er aircraft operating manual,"['PAGE 15 Boeing 777-200ER Aircraft Operating Manual (cid:131) Execute ""']",1
fl180,"['Set altimeter for your destination at FL180 or local transition level.', 'Reduce speed down to 270 KIAS passing through FL180.']",2
local transition level,['Set altimeter for your destination at FL180 or local transition level.'],1
mach,"['Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']",1
which point,"['Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']",1
310 kia,"['Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']",1
270 kia,['Reduce speed down to 270 KIAS passing through FL180.'],1
"15,000 foot msl","['Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']",1
"12,000 foot","['Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']",1
set autobrake,['Set Autobrakes APPROACH (cid:131)'],1
arm spoiler,['Arm spoilers.'],1
the glide slope,"['Intercept the glide slope with flaps 15\\xc2\\xb0.', '(cid:131) Select Gear DOWN when the glide slope is one dot above.', 'Slow the aircraft on the glide slope to 160 KIAS and flaps 20\\xc2\\xb0.', 'Stay on or above the glide slope at all times.', ""Stay on or above the glide slope at all times during approach, once you get below it, you can't get back up it.""]",5
flap 15\xc2\xb0,['Intercept the glide slope with flaps 15\\xc2\\xb0.'],1
miss approach altitude,['Enter missed approach altitude into MCP.'],1
mcp,['Enter missed approach altitude into MCP.'],1
cid:131 ) select gear,['(cid:131) Select Gear DOWN when the glide slope is one dot above.'],1
160 kia,['Slow the aircraft on the glide slope to 160 KIAS and flaps 20\\xc2\\xb0.'],1
20\xc2\xb0,"['Slow the aircraft on the glide slope to 160 KIAS and flaps 20\\xc2\\xb0.', '(cid:131) Call for Max Thrust and flaps 20\\xc2\\xb0.']",2
om,['Passing OM select flaps 30\\xc2\\xb0 and slow down to Vref (Vref+5 if using Autoland).'],1
30\xc2\xb0,['Passing OM select flaps 30\\xc2\\xb0 and slow down to Vref (Vref+5 if using Autoland).'],1
autoland,['Passing OM select flaps 30\\xc2\\xb0 and slow down to Vref (Vref+5 if using Autoland).'],1
""" approach "" checklist","['(cid:131) Execute ""Approach"" Checklist.']",1
landing,"['LANDING (cid:131) Maintain pitch angle between 1 and 3 degrees at flare.', 'SINGLE ENGINE OUT LANDING (cid:131) Use flaps 20o and Vref for approach and landing.', 'Use full flaps for landing.', 'Sound evacuation alarm on landing.']",4
1 and 3 degree,['LANDING (cid:131) Maintain pitch angle between 1 and 3 degrees at flare.'],1
flare,['LANDING (cid:131) Maintain pitch angle between 1 and 3 degrees at flare.'],1
retard throttle,"['Retard throttle at ""10 feet"" callout.']",1
"10 foot "" callout","['Retard throttle at ""10 feet"" callout.']",1
touchdown,"['After touchdown, apply reverse thrust.']",1
reverse thrust,"['After touchdown, apply reverse thrust.']",1
80 knot stow,['At 80 knots stow thrust reversers and lower spoilers (cid:131)'],1
reverser,['At 80 knots stow thrust reversers and lower spoilers (cid:131)'],1
low spoiler,['At 80 knots stow thrust reversers and lower spoilers (cid:131)'],1
the runway,['Taxi off the runway.'],1
gate/parking area,['Obtain clearance to taxi to gate/parking area.'],1
strobe,['Strobes and Landing Lights OFF.'],1
landing light,['Strobes and Landing Lights OFF.'],1
taxi light,['Taxi Lights ON.'],1
retract flap,['Retract flaps.'],1
16 boee 777-200er aircraft operate manual,['PAGE 16 Boeing 777-200ER Aircraft Operating Manual SECURING THE AIRCRAFT (cid:131)'],1
parking brake set,"['Parking Brake SET.', 'Parking Brake SET (cid:131)']",2
seat belt,"['Seat belt sign off.', 'Seat Belt Sign OFF (cid:131)']",2
all navigation and beacon light,"['Once engines have stopped, turn off all navigation and beacon lights.']",1
all fuel pump,"['Shut off all fuel pumps, all hydraulics except right demand pump.']",1
right demand pump,"['Shut off all fuel pumps, all hydraulics except right demand pump.']",1
apu bleed,"['Disconnect APU bleed, Engine Bleed (cid:131)']",1
engine bleed,"['Disconnect APU bleed, Engine Bleed (cid:131)']",1
external power,['Disconnect external power and turn off APU.'],1
battery,['Battery OFF.'],1
""" parking "" checklist","['(cid:131) Execute ""Parking"" Checklist.']",1
17 boee 777-200er aircraft operate manual normal checklist,['PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.'],1
flt,"['PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.', 'Seat Belt Sign ON (cid:131) Altimeters & Flt.']",2
fuel control,['Fuel Control Switches CUTOFF (cid:131)'],2
cutoff,['Fuel Control Switches CUTOFF (cid:131)'],2
transponder,"['Transponder STANDBY (cid:131)', 'Transponder STANDBY PARKING (cid:131)']",2
standby,['Transponder STANDBY (cid:131)'],1
log book,['Log Book / ETOPS CHECKED & ON BOARD (cid:131)'],1
board,"['Log Book / ETOPS CHECKED & ON BOARD (cid:131)', 'Also, due to the international aspect of the 777, pilots in the program should keep international charts on board at all times and be aware of changes to these charts.']",2
preflight briefing,['Preflight Briefing COMPLETE BEFORE START (cid:131)'],1
_,"['Fuel ___ REL, ____ ONBOARD (cid:131)', 'Trim ___ UNITS, ZERO, ZERO (cid:131)', 'Flaps SET___ BEFORE TAKEOFF (cid:131)', 'Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)', 'Flaps ____ AFTER LANDING (cid:131)']",16
rel,"['Fuel ___ REL, ____ ONBOARD (cid:131)']",1
beacon,['Beacon ON (cid:131)'],1
mcp set cid:131,['MCP SET (cid:131)'],1
reference speed,['Reference Speeds SET (cid:131)'],2
_ unit,"['Trim ___ UNITS, ZERO, ZERO (cid:131)']",1
flight control,['Flight Controls CHECKED AFTER START (cid:131)'],1
engine anti,['Engine Anti-Ice AS REQUIRED (cid:131)'],1
ice,['Engine Anti-Ice AS REQUIRED (cid:131)'],1
rto,['Autobrake RTO (cid:131)'],1
flap,['Flaps SET___ BEFORE TAKEOFF (cid:131)'],1
departure briefing,['Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)'],1
transponder ta/ra,['Transponder TA / RA AFTER TAKEOFF (cid:131)'],1
page 18 boeing 777-200er aircraft operating manual,['Gear UP (cid:131) Flaps UP PAGE 18 Boeing 777-200ER Aircraft Operating Manual IN RANGE (cid:131)'],1
cid:131 ) altimeter,['Seat Belt Sign ON (cid:131) Altimeters & Flt.'],1
autobrake set cid:131,['Autobrake SET (cid:131)'],1
arrival briefing,['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)'],1
complete approach,['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)'],1
radio,['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)'],1
course,['Arrival Briefing COMPLETE APPROACH (cid:131) Radio & Courses IDENTIFIED & SET (cid:131)'],1
announcement cabin,['Landing Announcement CABIN READY LANDING (cid:131)'],1
speed brake,['Speed Brakes ARMED (cid:131)'],1
anti-ice,['Anti-Ice AS REQUIRED (cid:131) Exterior Lights AS REQUIRED (cid:131)'],1
require cid:131 ) exterior light,['Anti-Ice AS REQUIRED (cid:131) Exterior Lights AS REQUIRED (cid:131)'],1
speed brake down cid:131,['Speed Brakes DOWN (cid:131)'],1
standby parking,['Transponder STANDBY PARKING (cid:131)'],1
parking brake,['Parking Brake AS REQUIRED (cid:131)'],1
logbook/fob/acars,['Logbook / FOB / ACARS COMPLETED PAGE 19 Boeing 777-200ER Aircraft Operating Manual EMERGENCY PROCEDURES MISSED APPROACH (cid:131)'],1
19 boeing 777-200er aircraft operate manual emergency procedure,['Logbook / FOB / ACARS COMPLETED PAGE 19 Boeing 777-200ER Aircraft Operating Manual EMERGENCY PROCEDURES MISSED APPROACH (cid:131)'],1
miss approach procedure,"['Execute Missed Approach procedure if at minimums with no visual reference, or if uncomfortable with the landing.']",1
minimum,"['Execute Missed Approach procedure if at minimums with no visual reference, or if uncomfortable with the landing.']",1
no visual reference,"['Execute Missed Approach procedure if at minimums with no visual reference, or if uncomfortable with the landing.']",1
the landing,"['Execute Missed Approach procedure if at minimums with no visual reference, or if uncomfortable with the landing.']",1
a landing,['Never try and salvage a landing out of a poor final approach.'],1
a poor final approach,['Never try and salvage a landing out of a poor final approach.'],1
cid:131 ) call,['(cid:131) Call for Max Thrust and flaps 20\\xc2\\xb0.'],1
engage autopilot miss approach course,['Engage autopilot missed approach course.'],1
positive rate,"['Once positive rate of climb attained, select gear up.']",1
"1,500 foot","['At 1,500 feet AGL lower nose to 10 degrees and continue with the take off procedure for cleaning the aircraft up.']",1
low nose,"['At 1,500 feet AGL lower nose to 10 degrees and continue with the take off procedure for cleaning the aircraft up.']",1
the take off procedure,"['At 1,500 feet AGL lower nose to 10 degrees and continue with the take off procedure for cleaning the aircraft up.']",1
throttle,"['Set Throttles Full Reverse Thrust (Auto-brake should engage).', 'Reduce throttle to 75% N . 1(cid:131)']",2
full reverse thrust,['Set Throttles Full Reverse Thrust (Auto-brake should engage).'],1
auto-brake,"['Set Throttles Full Reverse Thrust (Auto-brake should engage).', 'Ensure Auto-brake has engaged and if not engage manually.']",2
the tower,['Call the Tower and inform you are aborting Take-off.'],1
take-off,['Call the Tower and inform you are aborting Take-off.'],1
single engine departure,['SINGLE ENGINE DEPARTURE (cid:131)'],1
lack,"['Compensate for lack of power by adding the appropriate rudder.', 'Use rudder to compensate for lack of power.']",2
power,"['Compensate for lack of power by adding the appropriate rudder.', 'Use rudder to compensate for lack of power.']",2
the appropriate rudder,['Compensate for lack of power by adding the appropriate rudder.'],1
1000 fpm,['Reduce climb rate to 1000 fpm as opposed to 2200 fpm.'],1
2200 fpm,['Reduce climb rate to 1000 fpm as opposed to 2200 fpm.'],1
75 %,['Reduce throttle to 75% N . 1(cid:131)'],1
origin airport,['Return to Origin airport.'],1
engine fire,"['ENGINE FIRE (cid:131)', 'Engine Fire Handle - Pull on respective engines.']",2
lever,['Thrust Levers CLOSED.'],1
respective engine,['Engine Fire Handle - Pull on respective engines.'],1
second generator source,['(cid:131) APU - Start to provide second generator source.'],2
page 20 boee 777-200er aircraft operate manual engine failure shutdown,['PAGE 20 Boeing 777-200ER Aircraft Operating Manual ENGINE FAILURE SHUTDOWN MID FLIGHT (cid:131)'],1
fuel cross feed,['Set Fuel Cross feed from tank on failed engine side.'],1
tank,['Set Fuel Cross feed from tank on failed engine side.'],1
fail engine side,['Set Fuel Cross feed from tank on failed engine side.'],1
acceptable power setting,['Reduce altitude to one where acceptable power setting can be established.'],1
cruise speed,['Reduce cruise speed to Mach 0.65 or less.'],1
origin,"['If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']",1
intention,"['If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']",1
situation,"['If possible continue to destination otherwise attempt to return to origin, inform ATC of intentions and situation.']",1
single engine,['SINGLE ENGINE OUT LANDING (cid:131) Use flaps 20o and Vref for approach and landing.'],1
cid:131 ) use,['SINGLE ENGINE OUT LANDING (cid:131) Use flaps 20o and Vref for approach and landing.'],1
use,"['Use rudder to compensate for lack of power.', 'This manual is designed for use by Delta Virtual Airlines as reference material for flight simulator pilots operating the Boeing 777-200ER aircraft.']",2
rudder,['Use rudder to compensate for lack of power.'],1
all time,"['Stay on or above the glide slope at all times.', ""Stay on or above the glide slope at all times during approach, once you get below it, you can't get back up it."", 'Also, due to the international aspect of the 777, pilots in the program should keep international charts on board at all times and be aware of changes to these charts.']",3
auto-brakes,"['Set auto-brakes to MAX AUTO.', 'Set auto-brakes to MA AUTO.']",2
thrust reverser,['Do not use Thrust reversers on rollout.'],1
rollout,['Do not use Thrust reversers on rollout.'],1
the exception,['Proceed as if normal landing with the exceptions listed above.'],1
total power loss,['TOTAL POWER LOSS (cid:131)'],1
airfield,"['Determine if possible to reach airfield, if not search for an appropriate field or clearing to land in.']",1
an appropriate field,"['Determine if possible to reach airfield, if not search for an appropriate field or clearing to land in.']",1
full flap,"['Use full flaps for landing.', 'Open Ocean (cid:131) Use full Flaps.']",2
ma auto,['Set auto-brakes to MA AUTO.'],1
if normal landing,['Continue as if normal landing.'],1
page 21 boee 777-200er aircraft operating manual gear,['PAGE 21 Boeing 777-200ER Aircraft Operating Manual GEAR STUCK UP (cid:131)'],1
attempt,['Attempt to lower gear using back up hydraulic system.'],1
to low gear,['Attempt to lower gear using back up hydraulic system.'],1
hydraulic system,['Attempt to lower gear using back up hydraulic system.'],1
air traffic control,"['Inform Air Traffic Control of your situation.', 'If air traffic control gives reports of wind shear on final approach, stay slightly above the listed altitude when crossing decision height to leave enough room for expected wind shear.', 'However, to save on fuel consumption, pilots should always use the listed climb procedures unless instructed otherwise by air traffic control.']",3
your situation,['Inform Air Traffic Control of your situation.'],1
atc instruction,['Follow ATC instructions on where to land.'],1
option,['If options given preferences are: 1.'],1
preference,['If options given preferences are: 1.'],1
5000 ' smooth/flat field,"[""5000' Smooth/flat field 2.""]",1
grass,['Grass beside runway (assuming no taxiways to be crossed) 3.'],1
runway,"['Grass beside runway (assuming no taxiways to be crossed) 3.', 'Runway 4.']",2
no taxiway,['Grass beside runway (assuming no taxiways to be crossed) 3.'],1
large lake,['Large lake or wide river 5.'],1
wide river,['Large lake or wide river 5.'],1
bay,['Bay 6.'],1
open ocean,['Open Ocean (cid:131) Use full Flaps.'],1
low possible landing speed,['Use lowest possible landing speed to minimize damage.'],1
damage,['Use lowest possible landing speed to minimize damage.'],1
sound evacuation alarm,['Sound evacuation alarm on landing.'],1
777-200er aircraft operating manual pilot note,"['PAGE 22 Boeing 777-200ER Aircraft Operating Manual PILOT NOTES AND OBSERVATIONS While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1
the most technologically advanced commercial aircraft,"['PAGE 22 Boeing 777-200ER Aircraft Operating Manual PILOT NOTES AND OBSERVATIONS While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1
a very large aircraft,"['PAGE 22 Boeing 777-200ER Aircraft Operating Manual PILOT NOTES AND OBSERVATIONS While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1
large aircraft rule,"['Therefore, large aircraft rules apply to the 777.']",1
instance,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1
a very short approach,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1
very tight turn,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1
a 737 or other small aircraft,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1
the 777's power,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1
some pilot error,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1
the power,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1
problem,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1
tight maneuver,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1
the good aspect,"[""One of the best aspects of the 777 is the aircraft's performance in severe weather conditions.""]",1
the aircraft's performance,"[""One of the best aspects of the 777 is the aircraft's performance in severe weather conditions.""]",1
severe weather condition,"[""One of the best aspects of the 777 is the aircraft's performance in severe weather conditions.""]",1
strong crosswind,"['Not only is the aircraft stable, but strong crosswinds can be handled on demand.']",1
demand,"['Not only is the aircraft stable, but strong crosswinds can be handled on demand.']",1
the advanced system,['The advanced systems of the 777 make navigating through bad weather easier than in other commercial aircraft.'],1
other commercial aircraft,['The advanced systems of the 777 make navigating through bad weather easier than in other commercial aircraft.'],1
